,Tweet Text,Tweet Datetime,Tweet Id,Twitter @ Name,Location Info,Retweets,Favorites,Language,Source,Subjectivity,Polarity
49,": En NaciónOlimpistaRadio se dió a conocer los detalles de la firma del contrato entre _app y 
 
1.🚴🏻‍♀️…",2021-09-15 00:27:54,1437936176900579331,IssaSauceda24,HONDURAS,12,0,es,Twitter for Android,0.0,0.0
50,": ¡Hola _app! 👋🏼👋🏼Bienvenidos a la familia más grande de Honduras, bienvenidos a la NaciónOlimpista. 🦁 ",2021-09-15 00:17:44,1437933617930461185,MIURAdalCuore,...Tegucigalpa ,13,0,es,Twitter for Android,0.0,0.0
51,"_ _app páguenle a mi amigo, por favor _app",2021-09-15 00:05:46,1437930606428569606,fabidicious,,0,1,es,Twitter for iPhone,0.0,0.0
52,": En NaciónOlimpistaRadio se dió a conocer los detalles de la firma del contrato entre _app y 
 
1.🚴🏻‍♀️…",2021-09-14 23:49:04,1437926404524548100,evans_hernandez,Honduras ,12,0,es,Twitter for iPhone,0.0,0.0
53,99 días desde que me robaron _app 📆,2021-09-14 23:37:38,1437923525415870469,oscarflores8_,Latinoamérica,0,0,es,Twitter for iPhone,0.0,0.0
54,": ¡Hola _app! 👋🏼👋🏼Bienvenidos a la familia más grande de Honduras, bienvenidos a la NaciónOlimpista. 🦁 ",2021-09-14 23:29:24,1437921453119352842,calix_nokeira,,13,0,es,Twitter for iPhone,0.0,0.0
55,": En NaciónOlimpistaRadio se dió a conocer los detalles de la firma del contrato entre _app y 
 
1.🚴🏻‍♀️…",2021-09-14 23:28:43,1437921280641150977,calix_nokeira,,12,0,es,Twitter for iPhone,0.0,0.0
56,": En NaciónOlimpistaRadio se dió a conocer los detalles de la firma del contrato entre _app y 
 
1.🚴🏻‍♀️…",2021-09-14 23:23:49,1437920046903349250,Maximus2938,Honduras,12,0,es,Twitter for Android,0.0,0.0
57,"En NaciónOlimpistaRadio se dió a conocer los detalles de la firma del contrato entre _app y 
 
1.🚴🏻‍♀️👕 Podrás comprar la indumentaria del club a través de Hugo App. 
2.📲🎟 Venta de boletos tanto físicos como en línea con la App de Hugo. 
¡Se firmó por 2 años! ",2021-09-14 23:23:19,1437919920889778186,NacionOlimpista,Honduras,12,96,es,Twitter for iPhone,0.0,0.0
58,"  _app   ""Que interesante"" ojo soy olimpista😒",2021-09-14 23:19:33,1437918975623585805,JuanMej40471705,,0,0,es,Twitter for Android,0.0,0.0
59,: ¡OLIMPIA FIRMA NUEVO PATROCINADOR! _app se convierte en el nuevo representante en nuestra camiseta. ¡Acompañará l…,2021-09-14 23:00:31,1437914183618682883,Edwinatorres01,Tegucigalpa Honduras,13,0,es,Twitter for Android,0.0,0.0
60,: ¡YA! ¡YA! Conocé todos los detalles de la firma entre _app y  en NaciónOlimpistaRadio totalmente en vi…,2021-09-14 22:57:52,1437913519119286272,Edwinatorres01,Tegucigalpa Honduras,4,0,es,Twitter for Android,0.0,0.0
61, _app Y que beneficio le aporta a la afición? _Villeda,2021-09-14 22:56:42,1437913224473628677,enamoradoandr3s,Tierra,0,0,es,Twitter for Android,0.0,0.0
62,: Hola _app ¿podemos hacerles el pedido de un estadio para el Olimpia?😁🤞🏼,2021-09-14 22:55:23,1437912891051622409,velasquezmayron,Honduras,3,0,es,Twitter for Android,0.0,0.0
63,_Villeda: Muy contentos porque se ha sumado una marca líder en su área a nuestro querido  Gracias amigos de _app por co…,2021-09-14 22:46:00,1437910530132430851,rafas_paz,"San Pedro Sula, Honduras",7,0,es,Twitter for Android,0.0,0.0
64,: ¡YA! ¡YA! Conocé todos los detalles de la firma entre _app y  en NaciónOlimpistaRadio totalmente en vi…,2021-09-14 22:41:23,1437909370747162624,IssaSauceda24,HONDURAS,4,0,es,Twitter Web App,0.0,0.0
65,: ¡YA! ¡YA! Conocé todos los detalles de la firma entre _app y  en NaciónOlimpistaRadio totalmente en vi…,2021-09-14 22:41:08,1437909305014034434,CesarGodoy_,Honduras,4,0,es,Twitter for iPhone,0.0,0.0
66,"¡Gracias por tus comentarios! 

Recuerda que tienes envío gratis si compras a través de _app ",2021-09-14 22:39:39,1437908934661128192,TechloverStore,,0,0,es,Twitter Web App,0.0,0.0
67,¡YA! ¡YA! Conocé todos los detalles de la firma entre _app y  en NaciónOlimpistaRadio totalmente en vivo 🙌🏼  👉🏼👉🏼 ,2021-09-14 22:38:10,1437908561984638976,NacionOlimpista,Honduras,4,31,es,Twitter for iPhone,0.0,0.0
68,: Hola _app ¿podemos hacerles el pedido de un estadio para el Olimpia?😁🤞🏼,2021-09-14 22:28:16,1437906067481145346,Maximus2938,Honduras,3,0,es,Twitter for Android,0.0,0.0
69,: Hola _app ¿podemos hacerles el pedido de un estadio para el Olimpia?😁🤞🏼,2021-09-14 22:26:17,1437905571643076608,ChavaOlimpista,Tegucigalpa Honduras,3,0,es,Twitter for Android,0.0,0.0
70,"No veo a los de _app haciendo uso de este recurso en tendencia, les falta malicia, les falta atreverse-se-se salir del closet ",2021-09-14 22:24:20,1437905079873515524,sadytouch,"Tegucigalpa, Honduras",0,0,es,Twitter for Android,0.0,0.0
71,  _app Más paquetes argentinos van a traer.,2021-09-14 22:07:45,1437900905429544973,Elvinh123,Tegucigalpa-Honduras,0,0,es,Twitter for Android,0.0,0.0
72,": Bienvenido _app a la gran familia de  , sin duda lograremos grandes cosas juntos. 

EntreGigantesNosEntedemos",2021-09-14 22:01:41,1437899378191183875,Hondurasimport1,Wilmington NC,1,0,es,Twitter for Android,0.0,0.0
73,": ¡Bienvenido Hugo! 🤝_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",2021-09-14 21:57:32,1437898334455402503,OlivaJosue1,Honduras,28,0,es,Twitter for Android,0.0,0.0
74,_31:  _Villeda _850425  _app JOH es más motagüense que las nalgas operadas de Diego Vásquez,2021-09-14 21:55:32,1437897829930971137,339_850425,"El Carri,Comayagüela M.D.C.",1,0,es,Twitter Web App,0.0,0.0
75,  _app Fichajes como cuales de los ultimos 6  rollos de malla que han traído salvandose 2 y ya saben quienes son de los 8,2021-09-14 21:49:57,1437896427519324163,jcramosmo,en la luna ,0,0,es,Twitter for Android,0.0,0.0
76,": ¡Hola _app! 👋🏼👋🏼Bienvenidos a la familia más grande de Honduras, bienvenidos a la NaciónOlimpista. 🦁 ",2021-09-14 21:36:55,1437893144918511618,Djba_98,La Boca. ,13,0,es,Twitter for Android,0.0,0.0
77, _Villeda _850425  _app JOH es más motagüense que las nalgas operadas de Diego Vásquez,2021-09-14 21:36:42,1437893091839680514,Nangara_31,Honduras,1,2,es,Twitter for Android,0.0,0.0
78,   _app  Entonces ahora q escriba “Carlos” x o y cosa en los comentarios del fb tendre q epecificar cual de los dos carlos??,2021-09-14 21:35:15,1437892726171832320,NacionalOlimpia,Honduras,0,0,es,Twitter for iPhone,0.0,0.0
79,": ¡Hola _app! 👋🏼👋🏼Bienvenidos a la familia más grande de Honduras, bienvenidos a la NaciónOlimpista. 🦁 ",2021-09-14 21:31:53,1437891878599471106,Hondurasimport1,Wilmington NC,13,0,es,Twitter for Android,0.0,0.0
80,_Villeda: Muy contentos porque se ha sumado una marca líder en su área a nuestro querido  Gracias amigos de _app por co…,2021-09-14 21:31:44,1437891840167006215,Hondurasimport1,Wilmington NC,7,0,es,Twitter for Android,0.0,0.0
81,_Villeda: Muy contentos porque se ha sumado una marca líder en su área a nuestro querido  Gracias amigos de _app por co…,2021-09-14 21:27:08,1437890682354610179,Limber9Perez,,7,0,es,Twitter for Android,0.0,0.0
82,": ¡Hola _app! 👋🏼👋🏼Bienvenidos a la familia más grande de Honduras, bienvenidos a la NaciónOlimpista. 🦁 ",2021-09-14 21:14:00,1437887381143793666,CesarGodoy_,Honduras,13,0,es,Twitter for iPhone,0.0,0.0
83,Que servicio más basura se ha vuelto _app 😕,2021-09-14 21:13:26,1437887237019082757,joselinetoledo,,0,1,es,Twitter for Android,0.0,0.0
84,  _app   Nosotros trasladaremos esa pregunta a la gente de Hugo en nuestro programa radial. Pendiente. ¡Saludos!,2021-09-14 21:11:15,1437886688328626181,NacionOlimpista,Honduras,0,0,es,Twitter for iPhone,0.0,0.0
85,": ¡Hola _app! 👋🏼👋🏼Bienvenidos a la familia más grande de Honduras, bienvenidos a la NaciónOlimpista. 🦁 ",2021-09-14 21:07:29,1437885738780143624,Dennis_Munoz13,,13,0,es,Twitter for Android,0.0,0.0
86,"Bienvenido _app a la gran familia de  , sin duda lograremos grandes cosas juntos. 

EntreGigantesNosEntedemos ",2021-09-14 20:58:30,1437883479002206208,TatoSaybe,,1,45,es,Twitter for iPad,0.0,0.0
87,": ¡Hola _app! 👋🏼👋🏼Bienvenidos a la familia más grande de Honduras, bienvenidos a la NaciónOlimpista. 🦁 ",2021-09-14 20:45:54,1437880308897091594,evans_hernandez,Honduras ,13,0,es,Twitter for iPhone,0.0,0.0
88,"_31: _Villeda _850425  _app Estadio nuevo mi Rafa!!! ""Estadio Delivery Hugo"" ""Estadio Bancatlan"" ""Estadio B…",2021-09-14 20:35:59,1437877811671441411,339_850425,"El Carri,Comayagüela M.D.C.",1,0,es,Twitter Web App,0.0,0.0
89,No entiendo porque _app se mete al delivery de donas si no tienen la capacidad ni para cumplir tiempos de entrega decentes ni la atención al cliente🤔,2021-09-14 20:35:30,1437877691391397895,mpaulinac,#FAS ⚽  ,0,8,es,Twitter for iPhone,0.0,0.0
90,"_Villeda _850425  _app Estadio nuevo mi Rafa!!! ""Estadio Delivery Hugo"" ""Estadio Bancatlan"" ""Estadio Banco Atlántida""

Hay que jugarsela con los patrocinadores",2021-09-14 20:35:28,1437877683090767872,Nangara_31,Honduras,1,5,es,Twitter for Android,0.0,0.0
91,": ¡Hola _app! 👋🏼👋🏼Bienvenidos a la familia más grande de Honduras, bienvenidos a la NaciónOlimpista. 🦁 ",2021-09-14 20:33:15,1437877124225019914,destephen_j,Sol Sur,13,0,es,Twitter for Android,0.0,0.0
92,"_Villeda _850425  _app No puedo ver nada presi, ya que el CM del club bloquea a todos, como ella es del victoria, no está acostumbrada a la presión de manejar redes del club más grande de C.A",2021-09-14 20:31:15,1437876621839638532,payasitodebus,Tu Mente ,0,1,es,Twitter for Android,0.0,0.0
93,": ¡Hola _app! 👋🏼👋🏼Bienvenidos a la familia más grande de Honduras, bienvenidos a la NaciónOlimpista. 🦁 ",2021-09-14 20:30:52,1437876522979938307,Paola_NRT,Honduras,13,0,es,Twitter Web App,0.0,0.0
94,": ¡Bienvenido Hugo! 🤝_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",2021-09-14 20:27:33,1437875689743699971,Edwinatorres01,Tegucigalpa Honduras,28,0,es,Twitter for Android,0.0,0.0
95,": ¡Hola _app! 👋🏼👋🏼Bienvenidos a la familia más grande de Honduras, bienvenidos a la NaciónOlimpista. 🦁 ",2021-09-14 20:27:16,1437875617693843468,Edwinatorres01,Tegucigalpa Honduras,13,0,es,Twitter for Android,0.0,0.0
96,_Villeda: Muy contentos porque se ha sumado una marca líder en su área a nuestro querido  Gracias amigos de _app por co…,2021-09-14 20:26:33,1437875437632430082,339_850425,"El Carri,Comayagüela M.D.C.",7,0,es,Twitter Web App,0.0,0.0
97,_Villeda: Muy contentos porque se ha sumado una marca líder en su área a nuestro querido  Gracias amigos de _app por co…,2021-09-14 20:26:17,1437875371177922576,teguzcholu,,7,0,es,Twitter for Android,0.0,0.0
98,": ¡Hola _app! 👋🏼👋🏼Bienvenidos a la familia más grande de Honduras, bienvenidos a la NaciónOlimpista. 🦁 ",2021-09-14 20:26:07,1437875328882446341,JulioCMoreno14,Spirit In The Sky,13,0,es,Twitter for Android,0.0,0.0
99,Muy contentos porque se ha sumado una marca líder en su área a nuestro querido  Gracias amigos de _app por confiar en nosotros. Estoy seguro que esta unión traerá muchos éxitos para ambos. ¡Enhorabuena! ,2021-09-14 20:24:51,1437875012216688643,R_Villeda,,7,156,es,Twitter Web App,0.0,0.0
100,"¡Hola _app! 👋🏼👋🏼Bienvenidos a la familia más grande de Honduras, bienvenidos a la NaciónOlimpista. 🦁 ",2021-09-14 20:24:45,1437874986006597633,NacionOlimpista,Honduras,13,157,es,Twitter for iPhone,0.0,0.0
101,"   _app Tiene razón solo quejándose si tanto les gusta la otra pagina pues solo sigan la otra y ya, ya la cagan!!",2021-09-14 20:18:12,1437873337967972352,Garmendia30,HONDURAS ,0,2,es,Twitter for iPhone,0.0,0.0
102,"_app 2 horas esperando mi pedido y lo único que han podido decirme es que tenga paciencia, excelente servicio de su parte😐",2021-09-14 20:14:46,1437872472175566848,Gerardo11305065,,0,0,es,Twitter for Android,0.0,0.0
103, _app Todo Olimpista que se llame Hugo ya la hizo. jaja,2021-09-14 20:00:35,1437868904974532609,FunesHade,Honduras,0,4,es,Twitter for iPhone,0.0,0.0
104,  _app   Se harán entrega de las camisetas del Olimpia via Hugo?? 🤔,2021-09-14 19:52:39,1437866908150341640,RonyAvilesc,Honduras,0,1,es,Twitter for Android,0.0,0.0
105," _app Combina 😂😂😂 pense era la presentación de benguche blanco.

Para marketing tiene 0",2021-09-14 19:47:25,1437865589930872832,CabronErrante,"Boston, Massachusetts",0,1,es,Twitter for iPhone,0.0,0.0
106,": ¡Bienvenido Hugo! 🤝_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",2021-09-14 19:25:19,1437860029210800131,evans_hernandez,Honduras ,28,0,es,Twitter for iPhone,0.0,0.0
107,": ¡Bienvenido Hugo! 🤝_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",2021-09-14 19:12:46,1437856868957921281,JulioCMoreno14,Spirit In The Sky,28,0,es,Twitter for Android,0.0,0.0
108,: ¡OLIMPIA FIRMA NUEVO PATROCINADOR! _app se convierte en el nuevo representante en nuestra camiseta. ¡Acompañará l…,2021-09-14 19:12:09,1437856712501911565,JulioCMoreno14,Spirit In The Sky,13,0,es,Twitter for Android,0.0,0.0
109,": ¡Bienvenido Hugo! 🤝_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",2021-09-14 19:01:59,1437854158036639745,Rossell99230950,Afganistán ,28,0,es,Twitter for Android,0.0,0.0
110,   _app  Excelente. Muchas felicidades hermano  a por todas!!!!,2021-09-14 18:54:29,1437852270134243329,GerajCHG,San Pedro Sula,0,1,es,Twitter for Android,0.0,0.0
111,: ¡HOY TENEMOS NACIÓN OLIMPISTA RADIO! Abordaremos todos los detalles sobre la firma del contrato de patrocinio entre …,2021-09-14 18:53:03,1437851908199354374,carlospineda51,Honduras,1,0,es,Twitter for Android,0.0,0.0
112,"   _app Pocos se quejan , veo muchos más likes",2021-09-14 18:49:50,1437851100216901632,mleonel1969,Honduras,0,0,es,Twitter for iPhone,0.0,0.0
113,": ¡Bienvenido Hugo! 🤝_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",2021-09-14 18:46:01,1437850139285196801,ocarloshn,"13.310061,-87.202091",28,0,es,Twitter for iPad,0.0,0.0
114,": ¡Bienvenido Hugo! 🤝_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",2021-09-14 18:45:35,1437850026789597186,Dennis_Munoz13,,28,0,es,Twitter for Android,0.0,0.0
115,": ¡Bienvenido Hugo! 🤝_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",2021-09-14 18:45:05,1437849901027762188,AnniethS,"San Pedro Sula, Honduras",28,0,es,Twitter for Android,0.0,0.0
116,": ¡Bienvenido Hugo! 🤝_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",2021-09-14 18:42:18,1437849201145155591,calix_nokeira,,28,0,es,Twitter for iPhone,0.0,0.0
117, _app PINTO HUGO,2021-09-14 18:40:54,1437848850883088390,laloturcios,,0,0,es,Twitter for iPhone,0.0,0.0
118,": ¡Bienvenido Hugo! 🤝_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",2021-09-14 18:39:44,1437848558015848453,mayellyponce,"Tegucigalpa, Honduras",28,0,es,Twitter for Android,0.0,0.0
119,": ¡Bienvenido Hugo! 🤝_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",2021-09-14 18:35:33,1437847504792457221,Andrea_FuentesB,HONDURAS,28,0,es,Twitter for iPhone,0.0,0.0
120,": ¡Bienvenido Hugo! 🤝_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",2021-09-14 18:35:04,1437847383522615304,beduinopalma,Honduras ,28,0,es,Twitter for Android,0.0,0.0
121, _app Pedidos Ya es el papá de todos ahorita 🤭,2021-09-14 18:31:19,1437846438206189574,carloscalix6399,,0,4,es,Twitter for Android,0.0,0.0
122,": ¡Bienvenido Hugo! 🤝_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",2021-09-14 18:31:08,1437846393624973316,MartinM38781822,Milan ,28,0,es,Twitter for iPhone,0.0,0.0
123,": ¡Bienvenido Hugo! 🤝_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",2021-09-14 18:30:24,1437846207850811395,mundoalbo1912,Honduras,28,0,es,Twitter for Android,0.0,0.0
124,":   _app   Me gusta esa oración la previa al clasico, porque d…",2021-09-14 18:29:50,1437846067182198790,sergiojtrejo,"Fresh Meadows, NY, queens",1,0,es,Twitter for iPhone,0.0,0.0
125,"  _app ??? Se quejan demasiado de las redes del club sinceramente, las fotos tienen que ser seleccionadas y editas. No se van a subir desde un celular y recién tomadas tampoco.",2021-09-14 18:29:48,1437846055400480771,daveDYmorel,"Tegucigalpa, Honduras",0,7,es,Twitter for Android,0.0,0.0
126,"  _app   Me gusta esa oración la previa al clasico, porque decir clasico nacional contra un equipo q en su historia tienen nada o muy poco es mucho regalo llamarle clasico nacional eso quedo en los años 70’",2021-09-14 18:29:34,1437845999351967749,sergiojtrejo,"Fresh Meadows, NY, queens",1,1,es,Twitter for iPhone,0.0,0.0
127,  _app Tarde? Y esq due el año pasado? Jajajaja,2021-09-14 18:25:20,1437844933600325632,CristobalJF10,Honduras,0,0,es,Twitter for Android,0.375,-0.125
128,"  _app  Tw solo sirve para dar anuncios oficiales de parte de las empresas.
Cuando se estudia un poco el manejo de cada red se entiende mejor como funciona el asunto.",2021-09-14 18:22:39,1437844257348505601,luismancia1981,,0,0,es,Twitter for Android,0.0,0.0
129," _app Y si el Jugador se llama Hugo, siempre llevará la publicidad??? 🤔🤣",2021-09-14 18:22:02,1437844102033330187,RonyAvilesc,Honduras,0,0,es,Twitter for Android,0.0,0.0
130,": ¡Bienvenido Hugo! 🤝_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",2021-09-14 18:19:05,1437843359553499136,IVS_Pte,Tegucigalpa M.D.C.,28,0,es,Twitter for Android,0.0,0.0
